emp_no,title,salary
440405,Senior Engineer,48098
440407,Staff,40475
440414,Senior Engineer,40000
440423,Senior Engineer,40000
440424,Engineer,44551
440426,Staff,78314
440431,Staff,48442
440434,Engineer,57203
440437,Senior Engineer,40679
440441,Senior Staff,58485
440445,Engineer,66611
440453,Engineer,67162
440456,Senior Engineer,48996
440461,Senior Staff,40000
440462,Senior Staff,80756
440465,Senior Staff,40000
440477,Senior Staff,78839
440478,Senior Staff,82235
440486,Senior Engineer,40000
440501,Senior Engineer,60752
440506,Senior Engineer,40000
440507,Senior Engineer,44050
440509,Engineer,61206
440518,Staff,40000
440520,Engineer,57470
440523,Senior Staff,56786
440528,Senior Engineer,40000
440530,Technique Leader,57579
440531,Senior Engineer,40000
440534,Senior Engineer,61749
440537,Senior Staff,76500
440538,Senior Staff,71038
440539,Senior Engineer,58168
440541,Senior Engineer,40000
440546,Assistant Engineer,40634
440548,Senior Engineer,42890
440549,Senior Engineer,40000
440551,Engineer,40000
440560,Senior Staff,91201
440568,Engineer,46484
440573,Senior Engineer,40000
440582,Senior Staff,41937
440584,Senior Engineer,40000
440587,Senior Engineer,54060
440588,Senior Staff,40000
440590,Senior Engineer,40000
440598,Technique Leader,40000
440608,Senior Staff,77665
440614,Senior Engineer,51828
440617,Senior Engineer,40000
440619,Senior Engineer,41101
440624,Staff,64106
440630,Senior Staff,62411
440633,Engineer,40000
440640,Senior Staff,54764
440641,Engineer,46116
440646,Engineer,55614
440649,Senior Engineer,41385
440652,Senior Engineer,67855
440653,Senior Staff,43918
440654,Senior Engineer,46816
440664,Senior Engineer,40000
440667,Senior Engineer,50302
440668,Senior Engineer,43507
440674,Senior Staff,40000
440681,Senior Staff,40000
440686,Engineer,40000
440689,Senior Engineer,44107
440690,Senior Staff,40000
440691,Assistant Engineer,46619
440696,Senior Engineer,48883
440697,Technique Leader,40000
440698,Engineer,51612
440699,Senior Staff,40000
440704,Senior Staff,40000
440707,Staff,40710
440709,Staff,40000
440714,Senior Engineer,40000
440722,Senior Engineer,40000
440734,Senior Staff,57762
440738,Staff,47157
440740,Technique Leader,42855
440743,Senior Staff,44566
440745,Staff,40000
440746,Technique Leader,40987
440748,Senior Engineer,40000
440754,Senior Engineer,40000
440761,Technique Leader,40000
440763,Senior Staff,79380
440764,Staff,82907
440767,Engineer,79342
440774,Senior Engineer,55526
440776,Senior Staff,40000
440778,Senior Engineer,40000
440783,Senior Staff,40000
440784,Staff,40000
440788,Senior Engineer,41491
440789,Senior Staff,49755
440794,Senior Engineer,45833
440795,Engineer,46272
440798,Assistant Engineer,40000
440804,Senior Staff,69132
440811,Engineer,40000
440812,Senior Engineer,40000
440814,Senior Staff,74722
440817,Engineer,62476
440820,Senior Staff,49019
440821,Senior Engineer,40000
440832,Senior Staff,69496
440833,Senior Engineer,40000
440834,Senior Staff,40000
440841,Senior Staff,40000
440848,Senior Staff,57157
440850,Senior Engineer,49807
440853,Senior Staff,60241
440854,Technique Leader,40000
440872,Senior Engineer,40000
440873,Staff,54266
440877,Senior Staff,68548
440878,Technique Leader,40000
440882,Senior Engineer,48698
440883,Senior Staff,40000
440889,Staff,103923
440895,Senior Staff,79726
440901,Senior Engineer,77698
440902,Engineer,64074
440904,Senior Staff,60659
440907,Senior Engineer,104390
440914,Senior Engineer,51117
440917,Senior Engineer,42166
440928,Assistant Engineer,64124
440931,Senior Staff,78992
440933,Senior Engineer,52785
440948,Senior Staff,81586
440956,Staff,41359
440960,Senior Engineer,63161
440962,Senior Engineer,53983
440966,Senior Staff,46988
440973,Senior Staff,77993
440978,Engineer,46612
440979,Senior Engineer,40970
440981,Staff,55627
440989,Senior Engineer,40000
440996,Senior Engineer,40000
441007,Senior Engineer,40000
441008,Engineer,51133
441013,Senior Staff,40362
441014,Engineer,40000
441018,Staff,43472
441022,Technique Leader,40000
441026,Senior Staff,40000
441027,Staff,40000
441028,Senior Engineer,40000
441029,Senior Staff,61941
441031,Senior Engineer,50109
441033,Senior Engineer,60145
441036,Senior Staff,65790
441044,Senior Engineer,40000
441045,Staff,40000
441051,Senior Engineer,41429
441052,Senior Staff,40000
441059,Technique Leader,65573
441061,Senior Staff,66140
441070,Senior Staff,40000
441075,Senior Engineer,40000
441084,Staff,40000
441086,Senior Engineer,63562
441091,Senior Engineer,40000
441092,Senior Engineer,68866
441100,Senior Engineer,57570
441103,Senior Engineer,48571
441104,Senior Engineer,84982
441105,Senior Staff,77129
441106,Senior Engineer,40000
441107,Senior Engineer,51247
441117,Senior Engineer,49245
441118,Senior Engineer,40000
441127,Senior Engineer,59367
441131,Senior Engineer,44374
441132,Technique Leader,40000
441134,Senior Staff,76928
441137,Senior Engineer,61902
441144,Senior Engineer,44121
441151,Staff,40000
441154,Senior Engineer,63254
441157,Senior Staff,46467
441163,Senior Staff,42741
441174,Senior Staff,40000
441179,Senior Staff,84048
441182,Senior Engineer,40000
441184,Technique Leader,43061
441188,Senior Engineer,47525
441190,Senior Engineer,56284
441200,Staff,57414
441201,Senior Engineer,45050
441208,Senior Engineer,47063
441228,Senior Staff,65442
441229,Senior Staff,72419
441232,Engineer,40050
441240,Engineer,40000
441243,Senior Engineer,50688
441251,Senior Engineer,40000
441258,Senior Staff,40000
441263,Staff,41270
441264,Senior Engineer,40000
441267,Senior Staff,40000
441269,Senior Staff,40000
441271,Senior Engineer,52458
441278,Technique Leader,55725
441287,Engineer,61354
441293,Senior Engineer,61251
441305,Engineer,42436
441308,Senior Staff,40000
441309,Senior Engineer,80172
441313,Senior Staff,55341
441324,Senior Engineer,64328
441326,Staff,55766
441332,Senior Engineer,40000
441333,Senior Engineer,40000
441338,Senior Staff,75704
441339,Senior Staff,52308
441343,Senior Engineer,40000
441346,Staff,75729
441349,Senior Staff,61614
441352,Senior Staff,89903
441361,Engineer,40962
441363,Senior Staff,57410
441364,Senior Staff,71607
441366,Staff,82052
441371,Senior Staff,88673
441373,Senior Staff,40000
441379,Senior Staff,40000
441388,Senior Staff,65883
441391,Senior Staff,49381
441398,Senior Staff,47380
441402,Senior Engineer,40000
441407,Engineer,57918
441410,Technique Leader,52505
441412,Senior Engineer,43660
441421,Engineer,40391
441425,Senior Engineer,45770
441429,Senior Staff,54969
441443,Senior Staff,81063
441444,Senior Engineer,40000
441449,Senior Engineer,40000
441451,Senior Engineer,55226
441453,Engineer,40000
441459,Senior Engineer,40000
441461,Senior Engineer,41759
441477,Senior Staff,92717
441478,Technique Leader,77290
441483,Engineer,40000
441487,Senior Engineer,40000
441489,Technique Leader,40000
441493,Engineer,40000
441495,Engineer,52472
441506,Engineer,40000
441515,Senior Engineer,40000
441516,Senior Engineer,57624
441517,Senior Engineer,40000
441520,Senior Staff,53588
441526,Senior Staff,104066
441529,Engineer,66588
441531,Senior Engineer,40000
441537,Senior Staff,55510
441538,Engineer,40000
441560,Senior Engineer,56719
441561,Senior Engineer,58713
441566,Engineer,40000
441567,Senior Staff,69278
441570,Staff,44197
441573,Staff,50791
441582,Senior Engineer,55552
441597,Senior Engineer,65925
441598,Staff,74249
441604,Engineer,40000
441606,Engineer,53546
441607,Staff,52891
441609,Senior Engineer,50224
441611,Senior Staff,51796
441612,Senior Staff,65332
441622,Senior Staff,59203
441623,Staff,40000
441624,Senior Staff,57891
441626,Senior Staff,61496
441628,Senior Staff,61456
441635,Engineer,40000
441636,Senior Engineer,40000
441645,Staff,63440
441650,Engineer,44172
441653,Engineer,63125
441655,Staff,40000
441656,Senior Staff,58560
441666,Senior Staff,55206
441668,Technique Leader,49571
441669,Senior Staff,84281
441672,Senior Staff,61215
441673,Senior Staff,91860
441674,Senior Staff,40000
441675,Technique Leader,50382
441677,Senior Staff,59261
441680,Senior Engineer,41992
441683,Senior Staff,72774
441687,Technique Leader,44572
441688,Staff,40648
441690,Engineer,69502
441691,Senior Staff,41738
441693,Senior Staff,40000
441696,Senior Engineer,57455
441698,Senior Engineer,40000
441703,Senior Engineer,40000
441708,Senior Engineer,49874
441713,Engineer,40000
441714,Senior Staff,53860
441715,Engineer,40000
441719,Staff,40820
441723,Senior Engineer,70065
441727,Senior Engineer,67960
441728,Senior Engineer,50771
441731,Senior Staff,70750
441734,Senior Engineer,40000
441736,Senior Engineer,48011
441737,Senior Engineer,72262
441738,Technique Leader,41376
441757,Senior Staff,55200
441762,Senior Staff,46811
441771,Senior Staff,40000
441773,Senior Staff,70754
441774,Staff,53500
441776,Engineer,59664
441784,Senior Engineer,53272
441785,Technique Leader,56620
441793,Staff,73229
441805,Senior Staff,80226
441806,Senior Engineer,40000
441811,Staff,62051
441819,Senior Staff,54619
441826,Senior Staff,60060
441836,Senior Staff,95185
441837,Senior Staff,61278
441839,Senior Staff,87738
441842,Senior Engineer,40000
441844,Senior Staff,77217
441845,Engineer,46943
441850,Senior Engineer,86948
441856,Senior Staff,40000
441857,Senior Staff,72563
441861,Staff,86342
441866,Engineer,40000
441870,Senior Engineer,42004
441873,Senior Staff,62108
441874,Staff,59961
441880,Senior Engineer,40000
441882,Senior Engineer,40000
441885,Engineer,42910
441892,Staff,51030
441899,Senior Staff,51112
441904,Staff,84520
441909,Engineer,54647
441911,Senior Staff,54211
441915,Engineer,50356
441917,Technique Leader,43586
441918,Senior Staff,53325
441921,Senior Engineer,40000
441925,Senior Engineer,48015
441927,Senior Engineer,40000
441929,Senior Engineer,42209
441930,Engineer,40000
441932,Engineer,42450
441936,Senior Engineer,55467
441939,Engineer,40000
441940,Senior Staff,40000
441945,Senior Staff,71667
441948,Senior Staff,54362
441950,Engineer,55785
441955,Senior Staff,91667
441963,Senior Staff,40000
441970,Senior Engineer,48992
441973,Senior Engineer,40000
441982,Staff,69601
441983,Engineer,47439
441985,Technique Leader,57268
441998,Senior Staff,54847
442008,Staff,76290
442014,Senior Engineer,40000
442016,Senior Staff,62938
442021,Staff,40000
442025,Engineer,40000
442037,Senior Engineer,58142
442039,Senior Engineer,40000
442040,Senior Staff,71844
442042,Senior Staff,49451
442044,Engineer,58929
442048,Technique Leader,41249
442049,Staff,79325
442054,Engineer,41470
442063,Senior Engineer,40000
442077,Senior Staff,53988
442078,Senior Engineer,53391
442080,Senior Engineer,57436
442083,Senior Engineer,52195
442085,Senior Staff,82044
442089,Engineer,40000
442093,Senior Engineer,49240
442101,Senior Engineer,60612
442104,Senior Staff,88295
442114,Senior Staff,60625
442116,Technique Leader,67539
442124,Engineer,40000
442126,Engineer,73243
442131,Senior Staff,40000
442132,Senior Engineer,40000
442133,Senior Staff,85908
442141,Senior Staff,53411
442147,Senior Staff,41977
442149,Senior Staff,73619
442157,Senior Staff,40000
442160,Engineer,47597
442161,Engineer,40805
442162,Senior Staff,52591
442164,Senior Staff,77840
442167,Senior Engineer,48357
442172,Engineer,40000
442178,Senior Staff,57907
442183,Senior Staff,47700
442188,Staff,69955
442195,Staff,81940
442196,Senior Engineer,40000
442203,Technique Leader,40000
442205,Senior Engineer,40000
442209,Engineer,67346
442213,Senior Staff,47327
442218,Engineer,40000
442223,Senior Staff,41521
442225,Senior Staff,67001
442230,Senior Engineer,66004
442233,Senior Staff,40000
442235,Engineer,63044
442237,Senior Staff,45662
442243,Senior Engineer,52110
442246,Senior Engineer,52113
442260,Senior Engineer,56184
442265,Senior Staff,47116
442271,Senior Staff,73119
442273,Engineer,40000
442275,Senior Engineer,40000
442286,Technique Leader,48371
442289,Technique Leader,40000
442298,Staff,97163
442310,Senior Staff,52412
442314,Engineer,40000
442316,Engineer,40000
442317,Senior Engineer,40000
442319,Staff,40000
442321,Staff,50459
442322,Staff,65744
442328,Senior Engineer,40000
442330,Senior Staff,62173
442350,Staff,40000
442351,Senior Staff,42310
442363,Senior Staff,76829
442364,Senior Engineer,40000
442369,Senior Staff,86453
442372,Senior Engineer,40000
442375,Senior Staff,70760
442377,Senior Engineer,40881
442382,Senior Staff,40000
442390,Senior Engineer,42789
442398,Senior Engineer,53217
442405,Senior Engineer,50594
442406,Staff,43495
442408,Senior Engineer,47925
442413,Senior Staff,65983
442421,Senior Engineer,65399
442424,Engineer,40000
442426,Senior Staff,82011
442429,Senior Engineer,50817
442430,Senior Engineer,45183
442433,Senior Staff,46130
442436,Senior Engineer,44963
442441,Senior Staff,40000
442450,Senior Staff,45732
442454,Senior Staff,106236
442455,Senior Engineer,62540
442457,Senior Engineer,46988
442458,Engineer,40000
442460,Senior Engineer,54601
442464,Senior Engineer,43839
442467,Senior Staff,97726
442470,Technique Leader,40000
442473,Senior Staff,40000
442478,Senior Staff,53026
442479,Engineer,43264
442482,Staff,43920
442487,Senior Staff,55512
442506,Assistant Engineer,50690
442515,Senior Engineer,40000
442518,Senior Staff,82410
442519,Senior Engineer,43005
442531,Senior Staff,43205
442532,Senior Staff,88517
442533,Staff,65680
442535,Senior Engineer,44529
442539,Staff,45744
442540,Senior Staff,69948
442542,Staff,70224
442550,Senior Engineer,40000
442562,Senior Engineer,40000
442565,Senior Engineer,62201
442572,Senior Engineer,59835
442573,Senior Engineer,40000
442575,Staff,42098
442576,Senior Engineer,40000
442581,Assistant Engineer,70699
442584,Staff,69242
442585,Senior Staff,45555
442587,Senior Engineer,40000
442591,Senior Engineer,40000
442592,Engineer,60609
442593,Engineer,59569
442599,Senior Engineer,40000
442603,Senior Engineer,58465
442604,Senior Engineer,47568
442608,Technique Leader,41443
442612,Staff,86798
442613,Senior Engineer,40000
442618,Senior Engineer,47994
442629,Senior Staff,90507
442631,Senior Staff,64392
442641,Senior Engineer,82074
442645,Staff,63000
442649,Senior Staff,71007
442651,Senior Staff,59275
442657,Senior Staff,48386
442664,Senior Engineer,43867
442665,Senior Staff,40000
442668,Senior Staff,48195
442672,Senior Engineer,40000
442679,Engineer,56969
442683,Senior Engineer,43701
442685,Staff,55935
442687,Senior Engineer,58398
442689,Senior Staff,40000
442690,Senior Engineer,41712
442691,Staff,67148
442692,Senior Engineer,47949
442693,Senior Engineer,78227
442699,Assistant Engineer,40000
442709,Senior Staff,40000
442713,Engineer,41422
442714,Senior Staff,49446
442720,Senior Staff,40000
442722,Senior Engineer,75150
442727,Engineer,49516
442729,Senior Engineer,65917
442731,Senior Staff,40000
442732,Engineer,50976
442733,Engineer,40000
442736,Senior Engineer,47215
442737,Senior Staff,69834
442739,Senior Staff,40000
442746,Senior Engineer,40000
442749,Senior Staff,84037
442752,Senior Staff,97935
442757,Engineer,41468
442760,Senior Staff,45830
442761,Technique Leader,40000
442763,Senior Staff,47687
442765,Senior Staff,40000
442767,Senior Staff,40000
442775,Senior Engineer,47783
442777,Senior Staff,68675
442780,Senior Engineer,40000
442783,Senior Staff,87585
442786,Senior Staff,62631
442796,Senior Engineer,69444
442800,Senior Staff,91673
442802,Staff,84208
442809,Senior Staff,65037
442812,Senior Staff,88409
442813,Senior Engineer,40000
442815,Senior Staff,52055
442827,Engineer,67872
442830,Senior Engineer,40000
442833,Staff,40000
442834,Senior Staff,40000
442838,Senior Engineer,48024
442840,Senior Staff,104739
442841,Senior Engineer,68294
442844,Senior Engineer,43261
442846,Senior Staff,63090
442850,Senior Engineer,56093
442856,Staff,40000
442862,Senior Staff,43013
442867,Senior Staff,40000
442868,Senior Staff,40000
442878,Senior Engineer,67318
442882,Senior Engineer,40000
442883,Staff,90068
442886,Senior Engineer,40000
442888,Senior Staff,40000
442894,Senior Staff,47767
442896,Staff,58014
442901,Senior Staff,40000
442904,Technique Leader,53335
442907,Senior Engineer,53273
442909,Senior Engineer,49845
442910,Senior Staff,93753
442918,Engineer,69530
442922,Technique Leader,44104
442929,Technique Leader,40000
442938,Senior Staff,40000
442945,Senior Staff,64092
442947,Senior Staff,59321
442949,Engineer,54536
442952,Engineer,40000
442957,Senior Staff,40000
442958,Senior Engineer,49014
442960,Senior Engineer,40000
442966,Senior Engineer,57924
442973,Technique Leader,40000
442976,Senior Engineer,48489
442977,Senior Staff,59751
442979,Senior Engineer,95086
442984,Technique Leader,52056
442986,Technique Leader,56094
442987,Senior Engineer,49216
443003,Senior Engineer,40000
443023,Senior Staff,61340
443025,Senior Engineer,40000
443029,Senior Engineer,54996
443036,Senior Engineer,50821
443038,Senior Staff,53802
